State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Rainfall,Max Temp,Min Temp,Humidity,Sunshine,Wind Speed,Soil pH,Nitrogen,Phosphorus,Potassium,Organic Carbon,Soil Moisture,EC
Karnataka,DAKSHIN KANNAD,1997,Whole Year,Arecanut,24727.0,44112.0,1.7839608525094026,3938.927997330152,32.02462385416982,21.98378407591504,81.1446746493333,6.613305330203943,15.9249613629683,5.2571862641233205,196.62627423270408,35.6162105566609,172.12914168076034,1.3452743790743393,42.56485793327509,0.2592684658779901
Karnataka,DAKSHIN KANNAD,1997,Whole Year,Arecanut,24677.397822592393,41.10601062661857,1.6657352173893158,3548.300140702503,31.808440260466586,21.406610588926377,82.7472726129887,6.812537566094169,16.078112793726355,5.172695505540698,200.89734244629142,36.471193159470566,171.40938326314915,1.2602133643549802,43.10425699904921,0.2563472638888683
Karnataka,DAKSHIN KANNAD,1997,Whole Year,Arecanut,24274.829332761492,40.45264800219748,1.6664441775334042,3941.6916878826064,31.774137527570474,22.693001817185614,81.84837563352895,6.532010495603429,15.835414408095327,5.281725537197187,199.35010043488595,35.93852035166314,168.67416816247615,1.2962387667233832,43.6234121791982,0.2637245037710748
Karnataka,DAKSHIN KANNAD,1997,Whole Year,Arecanut,24375.794409544964,40.64054426509864,1.6672500424923502,4039.1496548783025,31.576411977194287,22.876671875746055,80.06685676782168,6.593624685337142,15.648616104190364,5.299195767013831,194.7597796272198,35.51271595733963,170.1487316013854,1.3628078440249483,42.79307155813675,0.26220487045021
Karnataka,DAKSHIN KANNAD,1997,Whole Year,Arecanut,24503.824086046192,43.71418194960417,1.7839738726535095,3937.0520297437524,30.528157845313494,22.32709393443331,81.047365872162,6.538807086888177,16.19394269418953,5.209977352633852,201.44736545423103,34.435645653626864,179.1310931628419,1.3204975877951857,42.61977822338195,0.2518387761610491
Karnataka,DAKSHIN KANNAD,1997,Whole Year,Arecanut,24366.031377194227,41.32389752513687,1.6959634043570437,4152.568034038474,31.8923259248629,22.087691301372757,80.98290901828405,6.6077321895531975,16.16379468777981,5.358824020835542,191.18403928946512,33.94684484673977,176.46099372419357,1.326648080513722,42.853973118738054,0.2544642288231581
Karnataka,DAKSHIN KANNAD,1997,Whole Year,Arecanut,23222.178269773907,39.25337402304974,1.6903398797063798,3991.196707261713,31.537532849045522,22.2436382028763,82.44418121079771,6.220438099061058,15.771696562856793,5.4344557362242245,194.9660451211981,36.2902150335704,171.20773031809134,1.3260341021007356,42.5121615709013,0.27016350378953913
Karnataka,DAKSHIN KANNAD,1997,Whole Year,Arecanut,26135.625642370378,43.388274369301335,1.6601199819361285,3956.4967390630336,33.453869888423355,21.804640103167777,82.11244450541177,6.619101244424641,16.562657870294885,5.260130958061216,189.1488852154597,35.129449568479714,170.17782124713986,1.3860443919864927,41.88584186515051,0.25589006893553334
Karnataka,DAKSHIN KANNAD,1997,Whole Year,Arecanut,27193.997905784614,46.047599931288204,1.6933001205200917,3817.910803703109,31.183272196080758,23.009095789827754,82.62180334379852,6.7381490296337985,15.850783625384368,5.2525760427793005,196.9339144082505,36.629539346061016,173.83642088701123,1.3665756822298314,41.80916323348444,0.2541279254007818
Karnataka,DAKSHIN KANNAD,1997,Whole Year,Arecanut,25897.519822694267,45.13528033721053,1.7428418105759307,4091.1202442305525,31.944785663419104,21.617229931569963,79.99161716442535,6.480125767013024,16.37803606450271,5.373226219715743,200.50700833354315,35.40520049026172,173.59666596579515,1.3690369889049607,42.802045960646126,0.2588942779787087
